MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2020,Dodge,Durango AWD,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,265
2020,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2020,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.2,15.6,18,363
2020,Dodge,Grand Caravan,Minivan,3.6,6,A6,X,13.7,9.4,11.8,24,276
2020,Dodge,Journey,SUV: Small,2.4,4,A4,X,12.7,9.2,11.1,25,261
2020,FIAT,124 Spider,Two-seater,1.4,4,A6,X,9.3,6.5,8,35,187
2020,FIAT,124 Spider,Two-seater,1.4,4,M6,X,9,6.7,7.9,36,185
2020,FIAT,500L,Station wagon: Small,1.4,4,A6,X,10.7,7.9,9.4,30,221
2020,FIAT,500X AWD,SUV: Small,1.3,4,A9,X,10,7.9,9.1,31,213
2020,Ford,EcoSport,SUV: Small,1,3,AS6,X,8.6,8.1,8.4,34,197
2020,Ford,EcoSport AWD,SUV: Small,2,4,AS6,X,10.2,8.1,9.2,31,216
2020,Ford,Edge,SUV: Small,2,4,A8,X,11.2,8.1,9.8,29,229
2020,Ford,Edge AWD,SUV: Small,2,4,A8,X,11.4,8.3,10,28,233
2020,Ford,Edge AWD,SUV: Small,2,4,AS8,X,11.4,8.3,10,28,233
2020,Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,12.5,9.2,11,26,258
2020,Ford,Escape,SUV: Small,1.5,3,A8,X,8.6,7.1,7.9,36,185
2020,Ford,Escape AWD,SUV: Small,1.5,3,A8,X,8.9,7.6,8.3,34,196
2020,Ford,Escape AWD,SUV: Small,2,4,AS8,X,10.4,7.5,9.1,31,213
2020,Ford,Escape Hybrid,SUV: Small,2.5,4,AV,X,5.4,6.3,5.8,49,136
2020,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,5.5,6.4,5.9,48,139
2020,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,14.1,10.6,12.5,23,294
2020,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,X,14.7,11.2,13.1,22,308
2020,Ford,Explorer AWD,SUV: Standard,2.3,4,AS10,X,11.6,8.7,10.3,27,241
2020,Ford,Explorer AWD,SUV: Standard,3,6,AS10,X,13.3,9.8,11.8,24,278
2020,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,X,10.1,9,9.6,29,225
2020,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12,8.9,10.6,27,249
2020,Ford,F-150,Pickup truck: Standard,3,6,AS10,D,11.1,8.3,9.8,29,264
2020,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3,6,AS10,D,11.1,8.3,9.8,29,264
2020,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS6,X,12.1,9.3,10.8,26,254
2020,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS6,E,16.6,12.6,14.8,19,245
2020,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,14.3,10.7,12.7,22,298
2020,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,X,14.3,10.6,12.6,22,297
2020,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,E,20,14.8,17.6,16,293
2020,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5,8,AS10,X,14.4,11.2,13,22,305
2020,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5,8,AS10,E,20,14.9,17.7,16,294
2020,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5,8,AS10,X,15.1,11.8,13.6,21,319
2020,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5,8,AS10,E,19.9,15.8,18,16,300
2020,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,13.1,10.2,11.8,24,277
2020,Ford,F-150 4X4,Pickup truck: Standard,3,6,AS10,D,11.9,9.4,10.8,26,290
2020,Ford,F-150 4X4 XL/XLT,Pickup truck: Standard,3,6,AS10,D,11.3,8.5,10,28,270
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,X,12.9,10.2,11.7,24,274
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,E,17.6,13.8,15.9,18,265
2020,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.6,10.9,13,22,304
2020,Ford,F-150 4X4 Limited,Pickup truck: Standard,3.5,6,AS10,X,13.8,11.2,12.6,22,296
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,X,15.1,11.6,13.5,21,317
2020,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,E,20.3,14.7,17.8,16,296
2020,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.3,13.1,14.3,20,336
2020,Ford,Fusion,Mid-size,1.5,4,AS6,X,10,7,8.7,32,203
2020,Ford,Fusion Hybrid,Mid-size,2,4,AV,X,5.5,5.7,5.6,50,131
2020,Ford,GT,Two-seater,3.5,6,AM7,Z,19.8,12.8,16.6,17,393
2020,Ford,Mustang,Subcompact,2.3,4,AS10,X,11.2,7.3,9.4,30,221
2020,Ford,Mustang (Performance Pkg),Subcompact,2.3,4,AS10,X,11.8,8.4,10.3,27,242
2020,Ford,Mustang,Subcompact,2.3,4,M6,X,11.2,7.9,9.7,29,226
2020,Ford,Mustang (Performance Pkg),Subcompact,2.3,4,M6,X,11.8,8.7,10.4,27,244
2020,Ford,Mustang,Subcompact,5,8,AS10,X,15,9.1,12.3,23,289
2020,Ford,Mustang,Subcompact,5,8,M6,X,16.1,9.9,13.3,21,312
2020,Ford,Mustang Bullitt,Subcompact,5,8,M6,X,16.4,10.2,13.6,21,319
2020,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,11.8,8.4,10.3,27,242
2020,Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4,AS10,X,11.8,8.7,10.4,27,244
2020,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.4,10.3,27,240
2020,Ford,Mustang Convertible (Performance Pkg),Subcompact,2.3,4,M6,X,12.1,9.1,10.7,26,252
2020,Ford,Mustang Convertible,Subcompact,5,8,AS10,X,15.4,9.7,12.9,22,303
2020,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.8,10.9,26,256
2020,Ford,Shelby GT350 Mustang,Subcompact,5.2,8,M6,Z,17.1,11.4,14.5,19,342
2020,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,Z,19.9,12.7,16.7,17,392
2020,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,X,16.2,12.3,14.5,19,340
2020,Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,E,21.5,16.2,19.1,15,316
2020,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,X,16.7,12.8,15,19,352
2020,Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,E,22.1,16.8,19.8,14,328
2020,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,30,219
2020,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,E,13.3,11.8,12.6,22,209
2020,Ford,Transit Connect Van LWB,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,30,219
2020,Ford,Transit Connect Van LWB,Special purpose vehicle,2.5,4,AS6,X,12,8.8,10.6,27,247
2020,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,31,214
2020,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,31,214
2020,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,E,13.7,11.1,12.5,23,208
2020,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,12.1,9,10.7,26,251
2020,Genesis,G70,Compact,2,4,M6,Z,12.8,8.5,10.9,26,255
2020,Genesis,G70 AWD,Compact,2,4,AS8,Z,11.4,8.6,10.2,28,238
2020,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.1,9.5,12,24,284
2020,Genesis,G80 AWD,Full-size,3.3,6,AS8,Z,13.8,9.7,11.9,24,282
2020,Genesis,G80 AWD,Full-size,3.8,6,AS8,X,13.4,9.6,11.7,24,276
2020,Genesis,G80 AWD,Full-size,5,8,AS8,Z,15.6,10.4,13.2,21,312
2020,Genesis,G90 AWD,Full-size,3.3,6,AS8,Z,13.6,9.5,11.8,24,280
2020,Genesis,G90 AWD,Full-size,5,8,AS8,Z,15.4,10.2,13.1,22,311
2020,GMC,Acadia,SUV: Standard,2,4,A9,X,11,8.3,9.8,29,225
2020,GMC,Acadia,SUV: Standard,2.5,4,A9,X,11.3,8.9,10.2,28,238
2020,GMC,Acadia,SUV: Standard,3.6,6,A9,X,12.6,8.8,10.9,26,257
2020,GMC,Acadia AWD,SUV: Standard,2,4,A9,X,11.3,8.7,10.1,28,232
2020,GMC,Acadia AWD,SUV: Standard,3.6,6,A9,X,13.1,9.4,11.4,25,269
2020,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.1,9.2,10.8,26,252
2020,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,270
2020,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,13.4,9.6,11.7,24,273
2020,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.6,9.7,11.3,25,265
2020,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.3,8.5,10.6,27,284
2020,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,14,9.9,12.2,23,286
2020,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.1,25,262
2020,GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24,275
2020,GMC,Sierra,Pickup truck: Standard,3,6,A10,D,10.2,7.8,9.1,31,245
2020,GMC,Sierra,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,21,318
2020,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,15.9,11.4,13.9,20,326
2020,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16,12.6,14.4,20,339
2020,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,22.2,16.2,19.5,14,326
2020,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,14,10.1,12.2,23,288
2020,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,12.5,10.8,11.7,24,275
2020,GMC,Sierra WT 4WD,Pickup truck: Standard,2.7,4,A8,X,12.7,11,12,24,280
2020,GMC,Sierra 4WD,Pickup truck: Standard,3,6,A10,D,10.5,9.1,9.9,29,265
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,3,6,A10,D,10.5,9.1,9.9,29,265
2020,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,X,15.7,12,14.1,20,331
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,X,15.9,11.8,14.1,20,331
2020,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.4,12.6,14.7,19,344
2020,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,21.8,16.8,19.5,14,325
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,X,16.7,13.1,15.1,19,354
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,14.7,10.8,13,22,304
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,15.1,11.4,13.4,21,314
2020,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,14.3,10.6,12.7,22,298
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,X,14.7,11.2,13.1,22,307
2020,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.5,11.9,13.9,20,326
2020,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,20,332
2020,GMC,Terrain,SUV: Small,1.5,4,A9,X,9.2,7.8,8.6,33,202
2020,GMC,Terrain AWD,SUV: Small,1.5,4,A9,X,9.5,8.3,9,31,210
2020,GMC,Terrain AWD,SUV: Small,2,4,A9,Z,11.2,9,10.2,28,239
2020,GMC,Yukon,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314
2020,GMC,Yukon FFV,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314
2020,GMC,Yukon FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,16,298
2020,GMC,Yukon 4WD,SUV: Standard,5.3,8,A6,X,16,11.2,13.8,20,325
2020,GMC,Yukon 4WD FFV,SUV: Standard,5.3,8,A6,X,16,11.2,13.8,20,325
2020,GMC,Yukon 4WD FFV,SUV: Standard,5.3,8,A6,E,21.7,14.3,18.4,15,305
2020,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.5,10.9,13.9,20,327
2020,GMC,Yukon XL,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314
2020,GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,21,314
2020,GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,16,298
2020,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.4,20,337
2020,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.4,20,337
2020,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,E,22.2,15.3,19.1,15,319
2020,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,Z,17.2,11.4,14.6,19,343
2020,Honda,Accord,Full-size,1.5,4,AV,X,7.9,6.3,7.2,39,170
2020,Honda,Accord,Full-size,1.5,4,AV7,X,8.2,6.8,7.6,37,177
2020,Honda,Accord,Full-size,1.5,4,M6,X,8.9,6.7,7.9,36,185
2020,Honda,Accord,Full-size,2,4,M6,X,10.7,7.3,9.2,31,214
2020,Honda,Accord Sport/Touring,Mid-size,2,4,AS10,X,10.4,7.4,9.1,31,211
2020,Honda,Accord Hybrid,Full-size,2,4,AV,X,5,5,5,56,117
2020,Honda,Civic Coupe,Compact,1.5,4,AV7,X,7.8,6.4,7.2,39,167
2020,Honda,Civic Coupe,Compact,2,4,AV,X,7.8,6.1,7.1,40,164
2020,Honda,Civic Coupe,Compact,2,4,AV7,X,8.3,6.6,7.5,38,176
2020,Honda,Civic Coupe,Compact,2,4,M6,X,9.3,6.7,8.1,35,189
2020,Honda,Civic Coupe Si,Compact,1.5,4,M6,Z,8.9,6.4,7.8,36,183
2020,Honda,Civic Hatchback,Full-size,1.5,4,AV,X,7.7,6,6.9,41,162
2020,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8,6.2,7.2,39,167
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,8,6.6,7.4,38,172
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8,6.2,7.2,39,167
2020,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,40,165
2020,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.9,6.1,7.1,40,167
2020,Honda,Civic Sedan,Mid-size,2,4,AV7,X,8.2,6.5,7.4,38,172
2020,Honda,Civic Sedan,Mid-size,2,4,M6,X,9.3,6.5,8,35,186
2020,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.9,6.4,7.8,36,183
2020,Honda,Civic Type R,Full-size,2,4,M6,Z,10.5,8.4,9.6,29,223
2020,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.3,7,7.7,37,180
2020,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.4,8.1,35,189
2020,Honda,Fit,Station wagon: Small,1.5,4,AV,X,7,5.9,6.5,43,151
2020,Honda,Fit,Station wagon: Small,1.5,4,AV7,X,7.6,6.5,7,40,166
2020,Honda,Fit,Station wagon: Small,1.5,4,M6,X,8.1,6.6,7.4,38,174
2020,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,36,181
2020,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193
2020,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,200
2020,Honda,Insight EX/Touring,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,58,115
2020,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248
2020,Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265
2020,Honda,Pilot AWD,SUV: Small,3.5,6,A6,X,13,9.3,11.3,25,266
2020,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,26,257
2020,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.6,10,11.4,25,269
2020,Hyundai,Accent,Compact,1.6,4,AV,X,7.3,6,6.7,42,160
2020,Hyundai,Accent,Compact,1.6,4,M6,X,7.8,6.1,7,40,168
2020,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.9,7,8.1,35,192
2020,Hyundai,Elantra,Mid-size,1.6,4,M6,X,10.1,7.6,9,31,214
2020,Hyundai,Elantra,Mid-size,2,4,AV,X,7.8,5.6,6.8,42,161
2020,Hyundai,Elantra,Mid-size,2,4,M6,X,9.1,6.3,7.9,36,187
2020,Hyundai,Elantra GT,Full-size,1.6,4,AM7,X,9.7,7.4,8.6,33,205
2020,Hyundai,Elantra GT,Full-size,1.6,4,M6,X,10.3,7.9,9.2,31,218
2020,Hyundai,Elantra GT,Full-size,2,4,AS6,X,9.4,7.1,8.4,34,199
2020,Hyundai,Elantra GT,Full-size,2,4,M6,X,9.8,7.4,8.7,32,207
2020,Hyundai,IONIQ,Full-size,1.6,4,AM6,X,4.2,4.2,4.2,67,99
2020,Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,X,4.2,4,4.1,69,96
2020,Hyundai,Kona,SUV: Small,2,4,AS6,X,8.6,7,7.9,36,187
2020,Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,X,9,8,8.6,33,201
2020,Hyundai,Kona AWD,SUV: Small,2,4,AS6,X,9.2,7.8,8.6,33,202
2020,Hyundai,Palisade,SUV: Standard,3.8,6,AS8,X,11.9,8.8,10.5,27,250
2020,Hyundai,Palisade AWD,SUV: Standard,3.8,6,AS8,X,12.3,9.6,11.1,25,265
2020,Hyundai,Santa Fe,SUV: Small,2.4,4,AS8,X,10.8,8,9.6,29,225
2020,Hyundai,Santa Fe AWD,SUV: Small,2,4,AS8,X,12,9.2,10.7,26,255
2020,Hyundai,Santa Fe AWD,SUV: Small,2.4,4,AS8,X,11.3,8.8,10.1,28,238
2020,Hyundai,Sonata,Full-size,1.6,4,AS8,X,8.6,6.6,7.7,37,181
2020,Hyundai,Sonata,Full-size,2.5,4,AS8,X,8.8,6.4,7.7,37,182
2020,Hyundai,Sonata Hybrid,Full-size,2,4,AM6,X,5.3,4.6,5,56,117
2020,Hyundai,Tucson,SUV: Small,2,4,AS6,X,10,7.9,9.1,31,216
2020,Hyundai,Tucson AWD,SUV: Small,2,4,AS6,X,10.8,9.2,10.1,28,239
2020,Hyundai,Tucson AWD,SUV: Small,2.4,4,AS6,X,11,9.1,10.1,28,241
2020,Hyundai,Veloster Turbo,Compact,1.6,4,AM7,X,8.5,6.9,7.8,36,184
2020,Hyundai,Veloster Turbo,Compact,1.6,4,M6,X,9.4,7,8.3,34,196
2020,Hyundai,Veloster,Compact,2,4,AS6,X,9.1,7.1,8.2,34,193
2020,Hyundai,Veloster N,Compact,2,4,M6,X,10.6,8.3,9.5,30,226
2020,Hyundai,Venue,Mid-size,1.6,4,AV,X,8,7,7.5,38,178
2020,Hyundai,Venue,Mid-size,1.6,4,M6,X,8.6,6.8,7.8,36,184
2020,Infiniti,Q50 AWD,Mid-size,3,6,AS7,Z,12.5,8.7,10.8,26,254
2020,Infiniti,Q50 AWD Red Sport,Mid-size,3,6,AS7,Z,12.5,9.3,11.1,25,261
2020,Infiniti,Q60 AWD,Subcompact,3,6,AS7,Z,12.3,8.7,10.7,26,251
2020,Infiniti,Q60 AWD Red Sport,Subcompact,3,6,AS7,Z,12.5,9.2,11,26,259
2020,Infiniti,QX50 AWD,SUV: Small,2,4,AV8,Z,10.8,8.3,9.7,29,228
2020,Infiniti,QX60 AWD,SUV: Small,3.5,6,AV7,Z,12.5,9,10.9,26,257
2020,Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,Z,17.8,12.3,15.3,18,360
2020,Jaguar,E-PACE P250,SUV: Small,2,4,AS9,Z,11,8.4,9.8,29,231
2020,Jaguar,E-PACE P300,SUV: Small,2,4,AS9,Z,11.2,8.6,10.1,28,236
2020,Jaguar,F-PACE 25t,SUV: Small,2,4,AS8,Z,10.7,8.8,9.9,29,227
2020,Jaguar,F-PACE 30t,SUV: Small,2,4,AS8,Z,10.9,8.7,9.9,29,232
2020,Jaguar,F-PACE S,SUV: Small,3,6,AS8,Z,13.3,10,11.8,24,277
2020,Jaguar,F-PACE SVR,SUV: Small,5,8,AS8,Z,14.5,11,12.9,22,303
2020,Jaguar,F-TYPE P300 Convertible,Two-seater,2,4,AS8,Z,10.2,7.8,9.2,31,215
2020,Jaguar,F-TYPE Convertible,Two-seater,3,6,AS8,Z,11.9,8.5,10.4,27,242
2020,Jaguar,F-TYPE Convertible R-Dynamic,Two-seater,3,6,AS8,Z,12.4,8.8,10.8,26,253
2020,Jaguar,F-TYPE Convertible R-Dynamic AWD,Two-seater,3,6,AS8,Z,13,9.2,11.3,25,265
2020,Jaguar,F-TYPE R AWD Convertible,Two-seater,5,8,AS8,Z,15.2,9.8,12.7,22,299
2020,Jaguar,F-TYPE SVR AWD Convertible,Two-seater,5,8,AS8,Z,15.2,9.8,12.7,22,299
2020,Jaguar,F-TYPE P300 Coupe,Two-seater,2,4,AS8,Z,10.2,7.8,9.2,31,215
2020,Jaguar,F-TYPE Coupe,Two-seater,3,6,AS8,Z,11.9,8.5,10.4,27,242
2020,Jaguar,F-TYPE Coupe R-Dynamic,Two-seater,3,6,AS8,Z,12.4,8.8,10.8,26,253
2020,Jaguar,F-TYPE Coupe R-Dynamic AWD,Two-seater,3,6,AS8,Z,13,9.2,11.3,25,265
2020,Jaguar,F-TYPE R AWD Coupe,Two-seater,5,8,AS8,Z,15.2,9.8,12.7,22,299
2020,Jaguar,F-TYPE SVR AWD Coupe,Two-seater,5,8,AS8,Z,15.2,9.8,12.7,22,299
2020,Jaguar,XE P250 AWD,Compact,2,4,AS8,Z,9.8,6.9,8.5,33,200
2020,Jaguar,XE P300 AWD,Compact,2,4,AS8,Z,10.7,7.7,9.4,30,220
2020,Jaguar,XF 25t AWD,Mid-size,2,4,AS8,Z,10.1,7.2,8.8,32,207
2020,Jaguar,XF 30t AWD,Mid-size,2,4,AS8,Z,10.6,7.6,9.2,31,217
2020,Jaguar,XF S AWD,Mid-size,3,6,AS8,Z,12,8.4,10.4,27,243
2020,Jeep,Cherokee,SUV: Small,2,4,A9,X,10.4,7.6,9.1,31,214
2020,Jeep,Cherokee,SUV: Small,2.4,4,A9,X,10.8,7.6,9.3,30,219
2020,Jeep,Cherokee,SUV: Small,3.2,6,A9,X,11.9,8.2,10.2,28,240
2020,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2,4,A9,X,11.2,8,9.8,29,229
2020,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,X,11.2,8,9.8,29,230
2020,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6,A9,X,12.2,8.6,10.6,27,249
2020,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2,4,A9,X,11.5,8.6,10.2,28,240
2020,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,3.2,6,A9,X,12.8,9,11.1,25,259
2020,Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,2,4,A9,X,11.8,9.2,10.6,27,249
2020,Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6,A9,X,12.9,9.9,11.6,24,269
2020,Jeep,Compass,SUV: Small,2.4,4,A6,X,10.6,7.6,9.3,30,218
2020,Jeep,Compass,SUV: Small,2.4,4,M6,X,10.4,7.3,9,31,211
2020,Jeep,Compass 4X4,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222
2020,Jeep,Compass 4X4,SUV: Small,2.4,4,M6,X,10.8,7.6,9.4,30,221
2020,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,X,13.7,10.7,12.3,23,290
2020,Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,X,14.3,10.4,12.6,22,296
2020,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,265
2020,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2020,Jeep,Grand Cherokee 4X4 Trackhawk,SUV: Standard,6.2,8,A8,Z,20.9,13.8,17.7,16,413
2020,Jeep,Grand Cherokee 4X4 SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.6,15.7,18,368
2020,Jeep,Renegade,SUV: Small,1.3,4,A9,X,9.8,7.4,8.7,32,204
2020,Jeep,Renegade,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,30,222
2020,Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,31,216
2020,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,X,10.8,8.7,9.9,29,230
2020,Jeep,Renegade 4X4,SUV: Small,2.4,4,A9,X,11.2,8.2,9.8,29,230
2020,Jeep,Wrangler 4X4,SUV: Small,2,4,A8,X,10.7,9.8,10.3,27,241
2020,Jeep,Wrangler 4X4,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,24,274
2020,Jeep,Wrangler 4X4 eTorque,SUV: Small,3.6,6,A8,X,12,9.8,11,26,259
2020,Jeep,Wrangler 4X4,SUV: Small,3.6,6,M6,X,13.7,9.6,11.8,24,277
2020,Jeep,Wrangler Unlimited 4X4,SUV: Small,2,4,A8,X,11.5,10.9,11.2,25,263
2020,Jeep,Wrangler Unlimited 4X4 eTorque,SUV: Small,2,4,A8,X,11.3,10.5,10.9,26,257
2020,Jeep,Wrangler Unlimited 4X4 EcoDiesel,SUV: Small,3,6,A8,D,10.6,8.1,9.5,30,255
2020,Jeep,Wrangler Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.7,11.9,24,280
2020,Jeep,Wrangler Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,X,12.6,10.7,11.8,24,276
2020,Jeep,Wrangler Unlimited 4X4,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,23,285
2020,Kia,Forte,Mid-size,1.6,4,AM7,X,8.7,6.6,7.8,36,184
2020,Kia,Forte,Mid-size,2,4,AV,X,7.9,5.9,7,40,165
2020,Kia,Forte,Mid-size,2,4,M6,X,8.6,6.4,7.6,37,180
2020,Kia,Forte 5,Full-size,1.6,4,AM7,X,8.9,6.9,8,35,190
2020,Kia,Forte 5,Full-size,2,4,AV,X,8,6,7.1,40,169
